"Year","Source Name","ORIS Code","Unit ID","State","State Identifier","Control Period","Op Time","Op Hours","CO2 Mass (Tons)","Heat Input (mmBtu)","Eligible Biomass (Tons) (State Value)","Eligible CHP Thermal Output (Tons) (State Value)","Reporting Status"
2022,"Beaver Falls, LLC",10617,1,"NY",6232000018,"01/01/2021 - 12/31/2023",94.43,99,"3,028.926","50,966",0.000,0.000,"Complete"
2023,"Beaver Falls, LLC",10617,1,"NY",6232000018,"01/01/2021 - 12/31/2023",79.13,83,"2,510.974","42,255",0.000,0.000,"Complete"
2024,"Beaver Falls, LLC",10617,1,"NY",6232000018,"01/01/2024 - 12/31/2026",150.06,161,"4,503.894","75,783",0.000,0.000,"Complete"
2009,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2009 - 12/31/2011","1,057.83","1,107","26,492.052","445,803",0.000,0.000,"Complete"
2010,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2009 - 12/31/2011",918.29,969,"24,580.835","413,640",0.000,0.000,"Complete"
2011,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2009 - 12/31/2011","1,880.00","2,036","38,983.204","655,965",0.000,0.000,"Complete"
2012,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2012 - 12/31/2014","1,906.10","2,047","39,818.570","670,027",0.000,0.000,"Complete"
2013,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2012 - 12/31/2014",9.44,13,213.118,"3,585",0.000,0.000,"Complete"
2014,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2012 - 12/31/2014","2,044.05","2,139","48,451.623","815,302",0.000,0.000,"Complete"
2015,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2015 - 12/31/2017","2,227.39","2,359","53,649.728","902,772",0.000,0.000,"Complete"
2016,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2015 - 12/31/2017","1,826.04","1,952","43,533.443","732,533",0.000,0.000,"Complete"
2017,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2015 - 12/31/2017",692.35,774,"17,072.000","287,271",0.000,0.000,"Complete"
2018,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2018 - 12/31/2020",822.10,899,"18,691.601","314,519",0.000,0.000,"Complete"
2019,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2018 - 12/31/2020",386.80,447,"8,459.997","142,365",0.000,0.000,"Complete"
2020,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2018 - 12/31/2020",420.57,475,"9,364.501","157,585",0.000,0.000,"Complete"
2021,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2021 - 12/31/2023",348.74,401,"7,734.072","130,143",0.000,0.000,"Complete"
2022,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2021 - 12/31/2023",919.06,"1,047","21,280.830","358,112",0.000,0.000,"Complete"
2023,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2021 - 12/31/2023",265.66,311,"5,982.533","100,660",0.000,0.000,"Complete"
2024,"Allegany Station No. 133",10619,00001,"NY",9025800018,"01/01/2024 - 12/31/2026",348.81,398,"7,799.133","131,235",0.000,0.000,"Complete"
2009,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2009 - 12/31/2011",98.72,116,"2,704.926","42,790",0.000,0.000,"Complete"
2010,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2009 - 12/31/2011",293.20,352,"6,605.525","111,011",0.000,0.000,"Complete"
2011,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2009 - 12/31/2011",150.29,171,"3,559.134","59,893",0.000,0.000,"Complete"
2012,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2012 - 12/31/2014",547.54,621,"13,030.465","219,263",0.000,0.000,"Complete"
2013,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2012 - 12/31/2014",67.88,81,"1,710.297","28,776",0.000,0.000,"Complete"
2014,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2012 - 12/31/2014",241.92,296,"6,613.115","107,346",0.000,0.000,"Complete"
2015,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2015 - 12/31/2017",238.63,279,"5,609.734","93,160",0.000,0.000,"Complete"
2016,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2015 - 12/31/2017",253.20,299,"5,629.988","94,230",0.000,0.000,"Complete"
2017,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2015 - 12/31/2017",121.76,150,"2,709.884","45,596",0.000,0.000,"Complete"
2018,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2018 - 12/31/2020",468.05,541,"10,733.032","180,611",0.000,0.000,"Complete"
2019,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2018 - 12/31/2020",78.08,87,"1,747.254","29,396",0.000,0.000,"Complete"
2020,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2018 - 12/31/2020",114.82,138,"2,551.519","42,940",0.000,0.000,"Complete"
2021,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2021 - 12/31/2023",116.34,138,"2,684.060","45,166",0.000,0.000,"Complete"
2022,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2021 - 12/31/2023",66.42,77,"1,541.585","25,931",0.000,0.000,"Complete"
2023,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2021 - 12/31/2023",60.24,75,"1,300.400","21,885",0.000,0.000,"Complete"
2024,"Carthage Energy",10620,1,"NY",6226000024,"01/01/2024 - 12/31/2026",77.20,90,"1,821.404","30,646",0.000,0.000,"Complete"
2009,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2009 - 12/31/2011",428.45,495,"12,698.901","213,067",0.000,0.000,"Complete"
2010,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2009 - 12/31/2011",128.60,142,"3,840.256","64,618",0.000,0.000,"Complete"
2011,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2009 - 12/31/2011",147.12,166,"4,656.939","78,359",0.000,0.000,"Complete"
2012,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2012 - 12/31/2014",250.45,282,"8,205.263","138,062",0.000,0.000,"Complete"
2013,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2012 - 12/31/2014",385.85,410,"13,063.620","219,826",0.000,0.000,"Complete"
2014,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2012 - 12/31/2014",654.05,679,"20,874.344","351,246",0.000,0.000,"Complete"
2015,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2015 - 12/31/2017",412.80,434,"13,716.360","230,788",0.000,0.000,"Complete"
2016,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2015 - 12/31/2017",427.41,440,"14,404.662","242,397",0.000,0.000,"Complete"
2017,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2015 - 12/31/2017",328.28,344,"10,500.612","176,703",0.000,0.000,"Complete"
2018,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2018 - 12/31/2020",514.30,570,"16,759.623","282,012",0.000,0.000,"Complete"
2019,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2018 - 12/31/2020",273.32,290,"7,409.839","124,672",0.000,0.000,"Complete"
2020,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2018 - 12/31/2020",108.89,116,"3,005.003","50,566",0.000,0.000,"Complete"
2021,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2021 - 12/31/2023",205.83,223,"6,600.704","111,074",0.000,0.000,"Complete"
2022,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2021 - 12/31/2023",65.79,76,"1,739.505","29,269",0.000,0.000,"Complete"
2023,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2021 - 12/31/2023",189.79,208,"6,152.986","103,536",0.000,0.000,"Complete"
2024,"Syracuse, LLC",10621,1,"NY",7313200035,"01/01/2024 - 12/31/2026",245.36,252,"8,543.407","143,751",0.000,0.000,"Complete"
2021,"Hopewell Cogeneration Facility",10633,"1, 2, 3","VA"," ","01/01/2021 - 12/31/2023","8,923.25","9,177","512,643.150","8,613,134",0.000,0.000,"Complete"
2022,"Hopewell Cogeneration Facility",10633,"1, 2, 3","VA"," ","01/01/2021 - 12/31/2023","6,393.00","6,681","372,370.225","6,170,197",0.000,0.000,"Complete"
2023,"Hopewell Cogeneration Facility",10633,"1, 2, 3","VA"," ","01/01/2021 - 12/31/2023","8,482.74","8,769","489,215.674","8,230,876",0.000,0.000,"Complete"
2009,"AES Thames",10675,"UNITA, UNITB","CT","107-44","01/01/2009 - 12/31/2011","16,440.28","16,459","1,588,593.801","15,483,445",0.000,0.000,"Complete"
2010,"AES Thames",10675,"UNITA, UNITB","CT","107-44","01/01/2009 - 12/31/2011","16,279.55","16,310","1,596,730.456","15,562,687",0.000,0.000,"Complete"
2011,"AES Thames",10675,"UNITA, UNITB","CT","107-44","01/01/2009 - 12/31/2011",833.19,837,"68,066.659","663,416",0.000,0.000,"Complete"
2009,"AES Warrior Run",10678,001,"MD",24,"01/01/2009 - 12/31/2011","7,185.30","7,197","1,291,525.165","12,605,988",0.000,0.000,"Complete"
2010,"AES Warrior Run",10678,001,"MD",24,"01/01/2009 - 12/31/2011","8,296.06","8,307","1,562,314.757","15,232,884",0.000,0.000,"Complete"
2011,"AES Warrior Run",10678,001,"MD",24,"01/01/2009 - 12/31/2011","8,425.49","8,431","1,626,206.833","15,857,480",0.000,0.000,"Complete"
2012,"AES Warrior Run",10678,001,"MD",24,"01/01/2012 - 12/31/2014","8,357.02","8,362","1,539,522.399","15,009,598",0.000,0.000,"Complete"
2013,"AES Warrior Run",10678,001,"MD",24,"01/01/2012 - 12/31/2014","8,329.02","8,340","1,624,845.293","15,840,536",0.000,0.000,"Complete"
2014,"AES Warrior Run",10678,001,"MD",24,"01/01/2012 - 12/31/2014","7,692.40","7,706","1,499,060.244","14,615,569",0.000,0.000,"Complete"
2015,"AES Warrior Run",10678,001,"MD",24,"01/01/2015 - 12/31/2017","8,407.43","8,414","1,448,462.941","14,119,606",0.000,0.000,"Complete"
2016,"AES Warrior Run",10678,001,"MD",24,"01/01/2015 - 12/31/2017","7,858.80","7,872","1,192,906.456","11,630,594",0.000,0.000,"Complete"
2017,"AES Warrior Run",10678,001,"MD",24,"01/01/2015 - 12/31/2017","8,207.39","8,215","1,348,725.059","13,150,280",0.000,0.000,"Complete"
2018,"AES Warrior Run",10678,001,"MD",24,"01/01/2018 - 12/31/2020","7,301.86","7,305","1,374,466.382","13,397,733",0.000,0.000,"Complete"
2019,"AES Warrior Run",10678,001,"MD",24,"01/01/2018 - 12/31/2020","8,312.94","8,314","1,340,617.345","13,068,331",0.000,0.000,"Complete"
2020,"AES Warrior Run",10678,001,"MD",24,"01/01/2018 - 12/31/2020","8,386.81","8,389","1,221,680.864","11,908,739",0.000,0.000,"Complete"
2021,"AES Warrior Run",10678,001,"MD",24,"01/01/2021 - 12/31/2023","8,059.76","8,065","1,543,642.920","15,047,254",0.000,0.000,"Complete"
2022,"AES Warrior Run",10678,001,"MD",24,"01/01/2021 - 12/31/2023","7,482.33","7,487","1,537,259.246","14,986,552",0.000,0.000,"Complete"
2023,"AES Warrior Run",10678,001,"MD",24,"01/01/2021 - 12/31/2023","6,429.91","6,440","857,150.516","8,357,782",0.000,0.000,"Complete"
2024,"AES Warrior Run",10678,001,"MD",24,"01/01/2024 - 12/31/2026","3,026.90","3,029","415,155.970","4,047,525",0.000,0.000,"Complete"
2009,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2009 - 12/31/2011","16,040.37","16,245","924,164.337","15,550,864",0.000,0.000,"Complete"
2010,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2009 - 12/31/2011","15,463.53","15,677","885,988.338","14,908,610",0.000,0.000,"Complete"
2011,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2009 - 12/31/2011","18,540.20","18,728","1,035,035.803","17,416,568",0.000,0.000,"Complete"
2012,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2012 - 12/31/2014","15,379.97","15,551","864,583.565","14,548,502",0.000,0.000,"Complete"
2013,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2012 - 12/31/2014","17,844.76","18,106","1,026,930.852","17,280,335",0.000,0.000,"Complete"
2014,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2012 - 12/31/2014","10,891.27","11,042","626,101.317","10,535,504",0.000,0.000,"Complete"
2015,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2015 - 12/31/2017","10,310.46","10,572","578,616.263","9,736,271",0.000,0.000,"Complete"
2016,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2015 - 12/31/2017","6,004.89","6,184","334,450.499","5,627,762",0.000,0.000,"Complete"
2017,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2015 - 12/31/2017","2,289.09","2,364","121,011.975","2,036,226",0.000,0.000,"Complete"
2018,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2018 - 12/31/2020","4,160.28","4,282","220,209.192","3,705,444",0.000,0.000,"Complete"
2019,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2018 - 12/31/2020","1,339.35","1,381","70,768.184","1,190,799",0.000,0.000,"Complete"
2020,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2018 - 12/31/2020","1,434.78","1,480","74,291.378","1,250,218",0.000,0.000,"Complete"
2021,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2021 - 12/31/2023","1,104.61","1,141","58,825.118","989,890",0.000,0.000,"Complete"
2022,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2021 - 12/31/2023","3,337.82","3,386","182,281.127","3,067,183",0.000,0.000,"Complete"
2023,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2021 - 12/31/2023","1,460.34","1,496","77,486.717","1,303,920",0.000,0.000,"Complete"
2024,"Selkirk Cogen Partners",10725,"CTG101, CTG201, CTG301","NY",4012200078,"01/01/2024 - 12/31/2026",996.34,"1,027","52,545.201","884,170",0.000,0.000,"Complete"
2009,"Masspower",10726,"1, 2","MA",04200007,"01/01/2009 - 12/31/2011","1,718.75","1,780","91,249.175","1,535,093",0.000,0.000,"Complete"
2010,"Masspower",10726,"1, 2","MA",04200007,"01/01/2009 - 12/31/2011","5,324.25","5,535","277,924.675","4,676,598",0.000,0.000,"Complete"
2011,"Masspower",10726,"1, 2","MA",04200007,"01/01/2009 - 12/31/2011","7,682.50","7,904","413,130.375","6,951,782",0.000,0.000,"Complete"
2012,"Masspower",10726,"1, 2","MA",04200007,"01/01/2012 - 12/31/2014","8,208.00","8,594","428,435.300","7,209,252",0.000,0.000,"Complete"
2013,"Masspower",10726,"1, 2","MA",04200007,"01/01/2012 - 12/31/2014","6,719.25","7,054","353,423.600","5,947,005",0.000,0.000,"Complete"
2014,"Masspower",10726,"1, 2","MA",04200007,"01/01/2012 - 12/31/2014","7,152.25","7,465","385,508.450","6,486,866",0.000,0.000,"Complete"
2015,"Masspower",10726,"1, 2","MA",04200007,"01/01/2015 - 12/31/2017","7,934.75","8,254","430,756.800","7,248,224",0.000,0.000,"Complete"
2016,"Masspower",10726,"1, 2","MA",04200007,"01/01/2015 - 12/31/2017","6,360.75","6,620","335,041.125","5,637,654",0.000,0.000,"Complete"
2017,"Masspower",10726,"1, 2","MA",04200007,"01/01/2015 - 12/31/2017","5,964.75","6,259","312,634.775","5,260,664",0.000,0.000,"Complete"
2018,"Masspower",10726,"1, 2","MA",04200007,"01/01/2018 - 12/31/2020","4,902.50","5,142","254,381.575","4,280,406",0.000,0.000,"Complete"
2019,"Masspower",10726,"1, 2","MA",04200007,"01/01/2018 - 12/31/2020","2,780.50","2,924","142,529.500","2,398,377",0.000,0.000,"Complete"
2020,"Masspower",10726,"1, 2","MA",04200007,"01/01/2018 - 12/31/2020","3,587.00","3,777","178,018.800","2,995,553",0.000,0.000,"Complete"
2021,"Masspower",10726,"1, 2","MA",04200007,"01/01/2021 - 12/31/2023","2,655.25","2,790","131,141.400","2,206,714",0.000,0.000,"Complete"
2022,"Masspower",10726,"1, 2","MA",04200007,"01/01/2021 - 12/31/2023","2,410.75","2,538","119,730.450","2,014,689",0.000,0.000,"Complete"
2023,"Masspower",10726,"1, 2","MA",04200007,"01/01/2021 - 12/31/2023","6,260.75","6,612","311,910.425","5,248,439",0.000,0.000,"Complete"
2024,"Masspower",10726,"1, 2","MA",04200007,"01/01/2024 - 12/31/2026","4,741.25","4,973","240,551.600","4,047,703",0.000,0.000,"Complete"
2009,"Camden Plant Holding, LLC",10751,"002001, 004001","NJ",51608,"01/01/2009 - 12/31/2011","1,871.94","1,993","120,721.488","2,031,363",0.000,0.000,"Complete"
2010,"Camden Plant Holding, LLC",10751,"002001, 004001","NJ",51608,"01/01/2009 - 12/31/2011","3,194.46","3,323","210,446.087","3,541,144",0.000,0.000,"Complete"
2011,"Camden Plant Holding, LLC",10751,"002001, 004001","NJ",51608,"01/01/2009 - 12/31/2011","1,591.27","1,707","101,159.583","1,702,177",0.000,0.000,"Complete"
2020,"Camden Plant Holding, LLC",10751,"002001, 004001","NJ",51608,"01/01/2018 - 12/31/2020",962.80,"1,056","63,797.797","1,073,547",0.000,0.000,"Complete"
2021,"Camden Plant Holding, LLC",10751,"002001, 004001","NJ",51608,"01/01/2021 - 12/31/2023",666.12,728,"44,383.700","746,861",0.000,0.000,"Complete"
2022,"Camden Plant Holding, LLC",10751,"002001, 004001","NJ",51608,"01/01/2021 - 12/31/2023",929.28,"1,017","58,106.517","977,724",0.000,0.000,"Complete"
2023,"Camden Plant Holding, LLC",10751,"002001, 004001","NJ",51608,"01/01/2021 - 12/31/2023",715.36,794,"44,109.363","742,218",0.000,0.000,"Complete"
2024,"Camden Plant Holding, LLC",10751,"002001, 004001","NJ",51608,"01/01/2024 - 12/31/2026",983.77,"1,089","57,529.905","968,049",0.000,0.000,"Complete"
2009,"Lowell Cogeneration Company",10802,001,"MA","121-00265","01/01/2009 - 12/31/2011",115.67,153,"1,600.449","25,898",0.000,0.000,"Complete"
2010,"Lowell Cogeneration Company",10802,001,"MA","121-00265","01/01/2009 - 12/31/2011",60.52,81,955.311,"14,006",0.000,0.000,"Complete"
2011,"Lowell Cogeneration Company",10802,001,"MA","121-00265","01/01/2009 - 12/31/2011",230.73,256,"3,517.709","57,243",0.000,0.000,"Complete"
2012,"Lowell Cogeneration Company",10802,001,"MA","121-00265","01/01/2012 - 12/31/2014",164.95,189,"2,469.818","41,313",0.000,0.000,"Complete"
2013,"Lowell Cogeneration Company",10802,001,"MA","121-00265","01/01/2012 - 12/31/2014",0.00,0,0.000,0,0.000,0.000,"Complete"
2009,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2009 - 12/31/2011",0.00,0,0.000,0,0.000,0.000,"Complete"
2010,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2009 - 12/31/2011",0.00,0,0.000,0,0.000,0.000,"Complete"
2011,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2009 - 12/31/2011",0.00,0,0.000,0,0.000,0.000,"Complete"
2012,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2012 - 12/31/2014",0.00,0,0.000,0,0.000,0.000,"Complete"
2013,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2012 - 12/31/2014",0.00,0,0.000,0,0.000,0.000,"Complete"
2014,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2012 - 12/31/2014",0.00,0,0.000,0,0.000,0.000,"Complete"
2015,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2015 - 12/31/2017",0.00,0,0.000,0,0.000,0.000,"Complete"
2016,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2015 - 12/31/2017",0.00,0,0.000,0,0.000,0.000,"Complete"
2017,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2015 - 12/31/2017",0.00,0,0.000,0,0.000,0.000,"Complete"
2018,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2018 - 12/31/2020",0.00,0,0.000,0,0.000,0.000,"Complete"
2019,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2018 - 12/31/2020",0.00,0,0.000,0,0.000,0.000,"Complete"
2020,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2018 - 12/31/2020",0.00,0,0.000,0,0.000,0.000,"Complete"
2021,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2021 - 12/31/2023",0.00,0,0.000,0,0.000,0.000,"Complete"
2022,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2021 - 12/31/2023",0.00,0,0.000,0,0.000,0.000,"Complete"
2023,"AG - Energy",10803,"1, 2","NY",6401200053,"01/01/2021 - 12/31/2023",0.00,0,0.000,0,0.000,0.000,"Complete"
2009,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2009 - 12/31/2011",95.64,155,"1,395.680","17,202",0.000,0.000,"Complete"
2010,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2009 - 12/31/2011","1,229.47","1,287","15,444.466","190,314",0.000,0.000,"Complete"
2011,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2009 - 12/31/2011",217.06,278,"2,577.306","31,766",0.000,0.000,"Complete"
2012,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2012 - 12/31/2014",177.61,240,"2,547.255","31,399",0.000,0.000,"Complete"
2013,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2012 - 12/31/2014",201.39,284,"2,324.597","28,642",0.000,0.000,"Complete"
2014,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2012 - 12/31/2014",293.15,372,"3,712.463","45,758",0.000,0.000,"Complete"
2015,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2015 - 12/31/2017",137.41,196,"1,641.266","20,230",0.000,0.000,"Complete"
2016,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2015 - 12/31/2017",444.05,551,"4,917.265","60,603",0.000,0.000,"Complete"
2017,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2015 - 12/31/2017",603.61,694,"9,342.401","115,100",0.000,0.000,"Complete"
2018,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2018 - 12/31/2020",472.76,541,"5,972.685","73,609",0.000,0.000,"Complete"
2019,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2018 - 12/31/2020",690.98,742,"8,299.690","102,314",0.000,0.000,"Complete"
2020,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2018 - 12/31/2020",233.44,293,"2,567.853","31,639",0.000,0.000,"Complete"
2021,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2021 - 12/31/2023",156.14,192,"1,902.582","23,454",0.000,0.000,"Complete"
2022,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2021 - 12/31/2023",57.32,97,653.880,"8,059",0.000,0.000,"Complete"
2023,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2021 - 12/31/2023",154.92,191,"1,999.623","24,647",0.000,0.000,"Complete"
2024,"Deer Island Treatment",10823,"S42, S43","MA","119-01899","01/01/2024 - 12/31/2026",233.33,274,"2,903.655","35,791",0.000,0.000,"Complete"
2022,"Hazleton Generation",10870,"TURB2, TURB3, TURB4, TURBIN","PA"," ","01/01/2021 - 12/31/2023",533.20,604,"11,971.145","189,675",0.000,0.000,"Complete"
2023,"Hazleton Generation",10870,"TURB2, TURB3, TURB4, TURBIN","PA"," ","01/01/2021 - 12/31/2023",411.90,487,"8,992.312","150,366",0.000,0.000,"Complete"
2009,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2009 - 12/31/2011",718.25,810,"15,834.325","257,632",0.000,0.000,"Complete"
2010,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2009 - 12/31/2011","4,186.50","4,473","99,307.800","1,664,307",0.000,0.000,"Complete"
2011,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2009 - 12/31/2011","4,426.30","4,780","101,461.576","1,673,344",0.000,0.000,"Complete"
2012,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2012 - 12/31/2014","6,640.23","7,107","156,283.926","2,562,034",0.000,0.000,"Complete"
2013,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2012 - 12/31/2014","5,101.74","5,551","128,718.066","2,012,706",0.000,0.000,"Complete"
2014,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2012 - 12/31/2014","2,938.73","3,195","79,893.622","1,242,979",0.000,0.000,"Complete"
2015,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2015 - 12/31/2017","5,254.06","5,514","135,406.619","2,233,815",0.000,0.000,"Complete"
2016,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2015 - 12/31/2017","5,111.74","5,355","127,727.159","2,141,556",0.000,0.000,"Complete"
2017,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2015 - 12/31/2017","3,563.09","3,889","86,846.155","1,441,673",0.000,0.000,"Complete"
2018,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2018 - 12/31/2020","2,673.49","2,860","63,420.491","1,041,579",0.000,0.000,"Complete"
2019,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2018 - 12/31/2020","1,894.24","1,963","42,321.121","710,240",0.000,0.000,"Complete"
2020,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2018 - 12/31/2020",858.55,952,"19,151.953","321,452",0.000,0.000,"Complete"
2021,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2021 - 12/31/2023","1,604.25","1,709","34,921.433","586,824",0.000,0.000,"Complete"
2022,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2021 - 12/31/2023","1,392.89","1,501","31,297.430","526,068",0.000,0.000,"Complete"
2023,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2021 - 12/31/2023",509.94,573,"11,258.045","186,981",0.000,0.000,"Complete"
2024,"Pittsfield Generating",50002,"1, 2, 3","MA","117-00006","01/01/2024 - 12/31/2026",740.10,820,"15,947.776","267,530",0.000,0.000,"Complete"
2009,"Linden Cogeneration Facility",50006,"004001, 005001, 006001, 007001, 008001, 009001, 10001","NJ",41809,"01/01/2009 - 12/31/2011","41,163.57","41,394","2,643,669.254","44,284,928",0.000,0.000,"Complete"
2010,"Linden Cogeneration Facility",50006,"004001, 005001, 006001, 007001, 008001, 009001, 10001","NJ",41809,"01/01/2009 - 12/31/2011","40,291.21","40,511","2,571,993.655","42,949,298",0.000,0.000,"Complete"
2011,"Linden Cogeneration Facility",50006,"004001, 005001, 006001, 007001, 008001, 009001, 10001","NJ",41809,"01/01/2009 - 12/31/2011","37,781.14","37,959","2,391,158.015","40,204,265",0.000,0.000,"Complete"
2020,"Linden Cogeneration Facility",50006,"004001, 005001, 006001, 007001, 008001, 009001, 10001","NJ",41809,"01/01/2018 - 12/31/2020","48,208.41","48,362","2,908,231.739","48,924,011",0.000,"1,330,840.000","Complete"
